Text,Sentiment
যদিও_এই_সিজনে_সেন্ট_মার্টিন_যাওয়া_হবেনা_কারন_গতবারই_গিয়ে_আসলাম,Negative
সাধুবাদ_জানাই_প্রয়াসে,Positive
খুব_সুন্দর_আইড়িয়া,Positive
আমরা_যে_যার_অবস্থান_থেকে_যদি_সবাই_একসাথে_কাজ_শুরু_করি_তাহলে_ইনশাল্লাহ_একদিন_আমাদের_সেন্টমার্টিন_দূষণমুক্ত_হবে,Positive
 আপনারা_লেক_ডাইনের_পক্ষ_থেকে_একটা_ভ্রমণ_দিয়ে_এরকম_করে_একটা_বিডিও_করতে_পারেন,Positive
পরিষ্কার_অভিযান_চালান,Positive
কম_দামে_ভালো_খাবার,Positive
খাবার_গুলা_অনেক_মজার,Positive
খাওয়া_ভালো_দাম_টাও_রিজনেবল,Positive
সবচেয়ে_ভালো_লাগছে_ভিউ,Positive
সবকিছুই_ভালো,Positive
ইউনিক_ছিলো,Positive
Best_খাবার ,Positive
ভাল_সার্ভিস,Positive
খাবার_খুব_সস্তা_সুস্বাদু,Positive
পরিচালনা_খাদ্য_স্টাফ_সম্পর্কে_যত্নশীল_হওয়া_উচিত,Negative
ওয়েটারদের_আচরণ_ভাল_নয়,Negative
ব্যতিক্রমী_খাবারের_মান,Positive
কোন_আদব_নেই,Negative
আড্ডা_জন্য_ভাল_জায়গা,Positive
খাবারের_মান_ভালো_না,Negative
খাবার_পরিবেশন_করতে_অনেক_বেশি_সময়_নেয়,Negative
প্রায়ই_যাই,Positive
শিশু_বান্ধব_নয়,Negative
খাবারের_মানের_চেয়ে_দাম_খুব_বেশি।,Negative
স্পেশাল_আইটেমগুলো_বেশি_ভালো_হয়,Positive
 ব্যবহারও_বেশ_ভালোই,Positive
খাবার_ভালোই,Positive
বিহেভ_বেস্ট,Positive
ফুড_কোয়ালিটি ,Positive
বার্গার_টা_জোস,Positive
মোমো_টা_ভালো_লাগছে,Positive
ইফতার_প্লেটারগুলো_সেরা_ছিল,Positive
খাবারের_কোয়ালিটি_অসাধারন,Positive
প্লেইন_দোসার_স্বাদ_১৫_মিনিট_পর_ও_লেগে_আছে_মুখে,Positive
সার্ভিস_স্লো_একটু,Negative
খাবার_ভালো_ছিল,Positive
দাম_সস্তা,Positive
অসাধারণ_পরিবেশ,Positive
দাম_কম,Positive
বেশ_সুন্দর_পরিবেশ,Positive
খাবারের_মান_বেশ_ভাল,Positive
দাম_হাতের_নাগালে,Positive
ঠান্ডা_খাবার,Negative
বৃষ্টি_বিলাশের_জন্য_পারফেক্ট_জায়গা,Positive
পরিমানে_কম,Negative
পরিবেশ_ভালো,Positive
মাছি_ছিলো,Negative
খাবার_খুব_একটা_অসাধারণ_তা_নয়,Neutral
বেস্ট_ডেকোরেশনের,Positive
ফ্রেন্ডস_হোক_অথবা_পরিবার_অথবা_প্রিয়_কেউ__সময়_কাটাতে_ওজ_ক্যাফের_কোন_জুড়ি_নেই,Positive
ভাল_খাবার_পরিবেশ_ওজ_ক্যাফের_আসল_বৈশিষ্ট্য ,Positive
দায়িত্বরত_সকলের_ব্যবহার_যথেষ্ট_আন্তরিক,Positive
ব্যস্ত_শহরের_মধ্যে_সবুজে_ঘেরা_নিরিবিলি_আরেক_শহর,Positive
খাবারের_স্বাধ_ভালো_পরিষ্কার_পরিচ্ছন্ন,Positive
কর্তৃপহ্মের_পরিবেশ_ভারসাম্য_রহ্ম্যাত্রে_ভিতরে_ধূমপান_নিষেধ_করা_উচিৎ,Neutral
খাবারের_মান_বারাইতে_হবে,Negative
অনেক_সুন্দর,Positive
খাবার_অনেক_ভালো,Positive
এক_কথায়_অসাধরন,Positive
কোয়ালিটি_বাড়ান_অারো,Negative
খাবারেন_মান_ভাল_হতে_হবে,Negative
চোরের_মত_পালায়_থাকলেই_কি_সব_সমাধান_হয়ে_যায়,Negative
স্টাফদের_ব্যাবহার_খুব_ভালো,Positive
দাম_একটু_বেশি,Negative
সবার_এখানে_একবার_আসা_উচিৎ,Positive
খাবার_এক_কথায়_ভয়ঙ্কর,Negative
যেমন_আশা_করেছিলাম_তার_চেয়ে_ও_বেশি_কিছু_পেয়েছি,Positive
সবচেয়ে_খারাপ_অভিজ্ঞতা,Negative
দেমাগ_খুব_অল্প_সময়ে_খ্যাতি_পাওয়ায়_অহংকার ,Negative
কাস্টমারের_প্রতি_ব্যবহার_সৌজন্যমূলক_নয়,Negative
হতাশ_হয়েছি,Negative
অনেক_মজাদার_খাবার,Positive
সার্ভিস_খারাপ,Negative
খুবই_খারাপ,Negative
পানি_তে_ময়লা,Negative
খাবার_টাও_জঘন্য,Negative
 নীচের_তলায়_হাজার_হাজার_মশা,Negative
সার্ভিস_বিহেইব_অনেক_ভালো,Positive
অসাধারণ_স্বাদ,Positive
তেলাপোকার_চাষবাদে_বিখ্যাত_এই_দোকান,Negative
অসাধারণ_পরিবেশ,Positive
গিয়া_খাইলেই_বুঝবেন_কি_জন্য_৫*_দিছি ,Positive
সাধ্যের_মধ্যে_সবটুকু_সুখ,Positive
কেও__খাবার_দুর্নাম_করতে_পারবেন_না ,Positive
খাবার_অসাধারণ,Positive
ইন্টেরিয়র_অনেক_সুন্দর,Positive
আলাদা_ফটো_বুথ_রয়েছে_ফটো_তোলার_জন্যে,Positive
কফির_মজাই_আলাদা,Positive
কফির_সাথে_স্নাক্স_কম্বিনেশন_টা_মোটেও_খারাপ_না,Positive
আড্ডা_দেবার_জন্যে_জায়গাটা_পারফেক্ট ,Positive
চিপস_টা_বেশ_ক্রিস্পিসস_টা_মজা,Positive
নান_তা_বেশ_মজা,Positive
দাম_হিসেবে_কোয়ান্টিটি_বেশ_ভালো,Positive
অসাধারণ_পরিবেশ,Positive
অমায়িক_ব্যাবহার,Positive
খাবার_এক_কথায়_অতুলনীয়,Positive
দাম_কম,Positive
সার্ভিস_ভালো,Positive
বেস্ট_খিচুরি,Positive
ক্ল্যাসি_খাবার,Positive
ব্যবহার_অসাধারণ,Positive
এগিয়ে_যাক,Positive
খাবারের_মান_আরো_উন্নত_করতে_হবে,Neutral
অফার_ছিলো_খাওয়ার_পর_প্রতিজ্ঞা_করলাম_কোনো_অফার_নেবো_না,Negative
মুখরোচক_সুস্বাদ_খাবার,Positive
স্টাফদের_আন্তরিকতা_দারুন,Positive
শুভ_কামনা_রইল,Positive
খাবার_অর্ডার_দিয়ে_যদি_২_ঘন্টা_বসেতে_হয়,Negative
খাবার_সেরকম_ভাল,Positive
দাম_সেরকম_বেশি,Negative
খাবারের_মান_আরও_ভালো_করতে_হবে,Neutral
ঘুরতে_যাওয়ার_জন্য_অসাধারণ,Positive
বাজে_একটা_রেস্টুরেন্ট,Negative
এখানে_যাওয়ার_চেয়ে_ফুটফাতে_রেস্টুরেন্ট_আরও_ভালো,Negative
খাবারের_মান_মারাত্মক_খারাপ,Negative
সাধারণ_হোটেলের_চেয়েও_অনেক_খারাপ,Negative
খাবারের_মান_খুবই_বাজে,Negative
ফদের_ব্যবহার_এমন_যেন_ফ্রিতে_খাওয়াচ্ছে,Negative
দাম_খুব_বেশি,Negative
ফালতু_পুরা,Negative
খুবই_বাজে,Negative
অসাধারণ_ব্যবহার ,Positive
 ভালো_খাবারের_মান_10/10_দিলে_কম_হবে,Positive
অনেক_ভাল_লেগেছে,Positive
খাবারের_মান_অনেক_ভাল,Positive
ভাল_হত_বিকাশে_প্রেমেন্ট_সুবিধা__থাকত,Neutral
নিয়মিত_গ্রাহক,Positive
১৫_টাকার_পেপসি_৩_গুণ_দাম,Negative
টেস্ট_ছিল,Positive
খাবারের_জন্য_ভাল_জাইয়গা,Positive
সার্ভিস_ভালো_নয়,Negative
ভাল_মানের_খাবার,Positive
ভাল_সময়_কাটানোর_সুন্দর_জায়গা,Positive
ব্যবহার_ভাল,Positive
খাবার_সুস্বাদু,Positive
স্বাস্থ্যকর_খাবার,Positive
সার্ভিস_খুব_খারাপ,Negative
খুবেই_ভালো ,Positive
সার্ভিস_অনেক_বাজে,Negative
সুন্দর_রেষ্টোরেন্ট,Positive
পরিবেশ_অনেক_সুন্দর,Positive
খাবার_মানসম্মত,Positive
ইন্টেরিয়র_ডিজাইন_এক্সিলেন্ট,Positive
আভিজাত্য_রেস্টুরেন্ট,Positive
 খাওয়ার_মান_যথেষ্ট_ভাল ,Positive
খাওয়ার_জন্য_সুন্দর_জায়গা,Positive
খাবারের_মান_আগের_মতোই_অসাধারন,Positive
ভালবাসার_পাস্তা,Positive
খানদানী_ষ্টাইলেই_সব,Positive
মিল্কসেক_তো_যাচ্ছেতাই,Negative
গন্ধে_বমি_আসার_অবস্থা,Negative
সালাদ_মেবি_৩-৪_দিনের_বাসি,Negative
ভাল_খাবার,Positive
সবচেয়ে_ভালো_খাবার,Positive
দাম_কম,Positive
খাবার_স্বাদ_অতুলোনীয়,Positive
স্বল্প_দামে_অনেক_ভালো_খাবার,Positive
সবকিছু_ভালো,Positive
খাবারের_মান_ভাল,Positive
দোকানের_পরিসর_বাড়ানো_দরকার,Neutral
খাবার_বেশ_প্রশংসনীয় ,Positive
সুলভ_মূল্যের_খাবার,Positive
পরিবেশনা_মুগ্ধকর,Positive
ডেকোরেশনটা_গুছানো,Positive
খুবই_ভালো_ডিশগুলো,Positive
দু_একটি_খাবারের_ইমপ্রুভ_করতে_হবে,Neutral
ছোট_যায়গা_বড়_আকারে_খাওয়ার_অন্যরকম_পরিবেশ,Positive
বরবাদ_গেছে,Negative
ব্যবহার_অসাধারণ,Positive
খাবার_ভালো_লাগে_নি,Negative
পরিবেশটা_অনেক_সুন্দর,Positive
স্পেস_ছোট,Negative
বেশি_ভালো_না_বেশি_খারাপ_না,Neutral
