Text,Feature,Sentiment,,,,,,,,,,,,,,,,,,,,,,,
বেশী মিস ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বাইট,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বাজে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
সবার ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
প্রবলেম ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বোঝাইতেই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 নিতেই হবে,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
কমতি ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
পছন্দ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ছিল না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খুব ভাল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
চলে আসল ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
পার্সেল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্লাস্টিকের টুকরো ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 guest বলে কথা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 যাতে না হয়,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
কখনোই না ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 লজ্জ্বাকর ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
  ঠিকঠাক ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খেলাম,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ব্যাস্ততা,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সার্ভ ,Service,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সময় লাগসে,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
শিক্ষিত ,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খারাপ,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ঠিক টাক,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দশে দশ ,behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
অনেক ভালো,behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ওয়ান টাইম গ্লাস ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মরা মুরগির,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
গ্লাসগুলো ধুয়ে ,ambience/food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালো ই,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ছোট,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
পিপড়া ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
পোকা ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ইয়াক ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
এটা চলছে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দেরী ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মজা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 স্পীড,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
অস্বাভাবিক ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
অর্ডার ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
মশার কামড়,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাজে সার্ভিস ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
মিনিট লাগে ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 নুন্নতম যোগ্যতা ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মেনেজমেন্ট নাই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
  গিয়েছিলাম ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সার্ভিস ভালো না ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 হেলাফেলা ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
আশাহত ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অপেক্ষা ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ডিসাপয়েন্টেড,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
স্লো ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
লাগবে,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
পারবেনা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
চোখের সামনে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
৫০ মিনিট ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ফাজলামি,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
খাবার পেলাম ১ ৫৫ ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 তাও ভালো ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অপেক্ষা ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
খোলার কথা ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সমস্যা ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 ভোল্টেজ কমা বাড়া ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 গরমে সিদ্ধ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ঠিকঠাকই ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সমস্যা ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
চলছিলো,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দরকার ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
বসলাম,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
দেরি ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ক্লোজড ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভালো আর ভালো ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালো ছিল,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফ্যান,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বিরক্ত হ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
মুখ খুললেই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 তৃপ্তি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
লেটুস ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
সহ্য ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
অস্তিত্ব ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
খারাপ স্মৃতি  ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বার্গার লেটুস ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
সত্যি কিছু ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
কিছু পালটায়নি,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
  কল্যানে,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
কথা রাখে নাই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আশানুরুপের ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
প্লেস ,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
সিলগালা  ,ambience,Negative,,,,,,,,,,,,,,,,,,,,,,,
ক্ষতিকর ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মজা ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাজে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মান উন্নত ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মজার ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আনলিমিটেড ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অসাধারন,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খেয়ে জানলাম,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
টাকা নষ্ট ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
খারাপ ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সুন্দর জায়গা,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
আইটেম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কিনা জানিনা,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পচা,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালো হতো,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
কয়েকজন ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 চমৎকার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 refill না ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 স্বাদ ভাল,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দেরি ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পদ শেষ ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
গিয়েছিলাম ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অসাধারণ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেশ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টেস্ট ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 লাভ করতো,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দেয়া যেতো,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 থাকা উচিত,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সাধারন ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মান সম্পন্ন,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুব সুন্দর ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আরো বাড়ানো,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
দেয়া উচিত,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
রেটিং না,rating,Negative,,,,,,,,,,,,,,,,,,,,,,,
মান ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেশ কিছুদিন,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
যোগ করলে ,quanlity,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 খারাপ ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
গরম ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মোটামুটি ,Food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ধন্যবাদ ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
মজাদার ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
চেয়ে চেয়ে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ঘোড়ার মুতের মতো,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
জাতের না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালোই লাগলো,ambience/food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাবার পরিবেশন  খাবার  সাদ দুইটাই ভালো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
পরিবেশ ,Enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
ব্যাবহারের ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সার্ভিস ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
দুরে যেতে হয় না,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালোবাসার জায়গা  ,place,Positive,,,,,,,,,,,,,,,,,,,,,,,
খেয়েছি,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অত্যন্ত চিপ ,quality,Negative,,,,,,,,,,,,,,,,,,,,,,,
ঘুমাতে পারিনি,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পেট খারাপ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাথরুমে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ব্যবহার ,Behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মোটামানুষের ,Space,Negative,,,,,,,,,,,,,,,,,,,,,,,
সত্য  সৎচরিএ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
মুখে লেগে ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
প্রশংসা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
মান ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সস দিতেই হয়,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
  কষ্ট,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 প্রসংশনীয়,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুবিধাজনক,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সাফল্য ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
আড্ডা,"Food, Enviroment",Positive,,,,,,,,,,,,,,,,,,,,,,,
খুব মজার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ফাউল সার্ভিস,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভাল হবে,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাল ছিল,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
কিছু বলতে চাইনা,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফেরত আসছি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আইটেম,food/ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শান্ত,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মজার প্লেস,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
মূল্যও পরিশোধ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সাফল্য কামনা ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খাইতে বলিব,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেদিন গিয়াছিলাম  ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বেস্ট  এনভায়রনমেন্ট ,Enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কয়েক জায়গার ফিল,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
ব্যবহার ভাল,Behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
পরিবর্তন করা ,ambience,Negative,,,,,,,,,,,,,,,,,,,,,,,
রুচি সম্মত জায়গা,Enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পারবো না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
আফছোস  ,place,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ভালো ব্যাপার ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যত্নের ছাপ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভাব দেখাই,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভিতরে জিরু,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
একটু বেশি,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভ্যাট নাই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাবারের জন্য না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বারকোডে যায় ,ambience/behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আচরণ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মাস নেই  যায় নি ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
  সার্ভিসের জন্য,Service,Positive,,,,,,,,,,,,,,,,,,,,,,,
পিস  বড় ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
৫ স্টার  ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খুবি ভালো,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কম হইলে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
অসাধারণ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জনপ্রিয় ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নামে ই ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাজে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ফ্লেভার কম ,taste,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ভাল লাগেনি ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পাওয়া যায় না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অসুবিধা,ambience,Negative,,,,,,,,,,,,,,,,,,,,,,,
 গাদাগাদি ,place,Negative,,,,,,,,,,,,,,,,,,,,,,,
 গন্ধও নাই,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
তুলনা হয় না,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
নেক হায়াত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো যায়গা,place,Positive,,,,,,,,,,,,,,,,,,,,,,,
নিসন্দেহে,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 তেল বেশি,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কোনরকম,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পার্থক্য,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 টেস্ট ৭০ ,Food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সম্পূর্ণ মেজবানি না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাস্তবে রুপ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টেষ্ট ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অসাধারন ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেরা মেজ্জান,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
তৃপ্ত,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ফ্রেশ ,food/behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
মান ভালো,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভাল সার্ভিস,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুব ভাল লাগছে,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
অসাধারণ পরিবেশ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুন্দর পরিবেশ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাল খাবার ,Food/ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুশীল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মজা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালই ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খারাপ না ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পারপেক্ট ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
চালিয়ে ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
পরিবেশন ,price/anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
প্রতারক  ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাসি ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অনেক ভালো ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেস্টসেলার ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অনেক মজা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
এত্ত বাজে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 গন্ধ কিচ্ছু নাই,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 তেলাপোকার ডিমের ,service/food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সার্ভ করসে আরেকরকম,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
পরিস্কার করে নি ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অন্যতম,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আন্তরিক,behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাল ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো অভিজ্ঞতা,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সেরা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
মাইল ফলক,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শুভ কামনা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বিহেভিয়ার ,Behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দারুণ  খাবার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
শুভ কামনা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যথেষ্ট,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রশংসনীয়,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
  উপযুক্ত স্থান ,place,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চমকপ্রদ ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 চুল পেয়েছি,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মান ভালো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 উন্নত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
দাম মোটামুটি,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আসাধারন,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
আরো ভালো,service,Neutral,,,,,,,,,,,,,,,,,,,,,,,
আরো বাড়ানো হবে,place,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 দাড়িয়ে ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সুস্বাদু ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুবই মজার  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভেরিয়েশন পরিবেশন,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালা হইবু \,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
একদম ফাটাফাটি ,Price,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেশী ভালা হইতু,food/ service,Neutral,,,,,,,,,,,,,,,,,,,,,,,
বাজে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
আকাশ ছোঁয়া,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
দুঃখজনক ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভ্যাট দিতে হবে,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
  ইন্টেরেস্টই নেই,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাসি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মিষ্টি হয়ে গিয়েছিল,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মোটামুটি  ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 একেবারেই নেই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ফালতু,ambience,Negative,,,,,,,,,,,,,,,,,,,,,,,
জঘন্য ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাকওয়াস ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
পরিস্কারের জন্যে বলতে হয়,food/service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাজে সার্ভিস ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
রসায়া খায়না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 টাইম নাই,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
সার্ভিস বাজে,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
বিরক্তিকর,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভোজন রসিক ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 স্বাদই পাইনি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 টাইমিং পারফেক্ট,time/service,Positive,,,,,,,,,,,,,,,,,,,,,,,
মান ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পরিমানে,quantity,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুবই সাধারণ ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মিষ্টি হয়না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 শুভকামনা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
চিনিতে ভরা,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
আফগানী করুন,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বুমেরাং ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভ্যাট ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ব্যতিক্রম নয়,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ধন্যবাদ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
কখনোই,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাইরে ,service,Neutral,,,,,,,,,,,,,,,,,,,,,,,
অর্ডার,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 ভালো লাগেনি  ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
খুব মজাদার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কথাতো নায় ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
গেসিলাম খাইতে ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
মজার ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বাজে ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
